Stratum,Area,Transect,Length,Lake,LakeCode
30-40,21900,Transect10,2258,Takla,65
30-40,21900,Transect11,2461,Takla,65
30-40,21900,Transect12,1359,Takla,65
30-40,21900,Transect13,2232,Takla,65
40-50,20402,Transect1,151,Takla,65
40-50,20402,Transect2,507,Takla,65
40-50,20402,Transect3,2183,Takla,65
40-50,20402,Transect4,1733,Takla,65
40-50,20402,Transect5,939,Takla,65
40-50,20402,Transect6,309,Takla,65
40-50,20402,Transect7,1289,Takla,65
40-50,20402,Transect8,2065,Takla,65
40-50,20402,Transect9,1973,Takla,65
40-50,20402,Transect10,2196,Takla,65
40-50,20402,Transect11,2413,Takla,65
40-50,20402,Transect12,1309,Takla,65
40-50,20402,Transect13,1801,Takla,65
50-60,18770,Transect1,0,Takla,65
50-60,18770,Transect2,357,Takla,65
50-60,18770,Transect3,2121,Takla,65
50-60,18770,Transect4,1653,Takla,65
50-60,18770,Transect5,866,Takla,65
50-60,18770,Transect6,0,Takla,65
50-60,18770,Transect7,1139,Takla,65
50-60,18770,Transect8,1962,Takla,65
50-60,18770,Transect9,1919,Takla,65
50-60,18770,Transect10,2155,Takla,65
50-60,18770,Transect11,2356,Takla,65
50-60,18770,Transect12,1279,Takla,65
50-60,18770,Transect13,1723,Takla,65
05-Feb,1622,Transect1,911,Tatsamenie,66
05-Feb,1622,Transect2,483,Tatsamenie,66
05-Feb,1622,Transect3,1357,Tatsamenie,66
05-Feb,1622,Transect4,1034,Tatsamenie,66
05-Feb,1622,Transect5,994,Tatsamenie,66
05-Feb,1622,Transect6,1035,Tatsamenie,66
05-Feb,1622,Transect7,701,Tatsamenie,66
05-Feb,1622,Transect8,1000,Tatsamenie,66
05-Feb,1622,Transect9,1300,Tatsamenie,66
05-Feb,1622,Transect10,700,Tatsamenie,66
05-Feb,1622,Transect11,1100,Tatsamenie,66
05-Feb,1622,Transect12,810,Tatsamenie,66
05-Feb,1622,Transect13,780,Tatsamenie,66
05-Feb,1622,Transect14,2830,Tatsamenie,66
05-Feb,1622,Transect15,2680,Tatsamenie,66
05-Feb,1622,Transect16,2660,Tatsamenie,66
05-Mar,1622,Transect1,911,Tatsamenie,66
05-Mar,1622,Transect2,483,Tatsamenie,66
05-Mar,1622,Transect3,1357,Tatsamenie,66
05-Mar,1622,Transect4,1034,Tatsamenie,66
05-Mar,1622,Transect5,994,Tatsamenie,66
05-Mar,1622,Transect6,1035,Tatsamenie,66
05-Mar,1622,Transect7,701,Tatsamenie,66
05-Mar,1622,Transect8,1000,Tatsamenie,66
05-Mar,1622,Transect9,1300,Tatsamenie,66
05-Mar,1622,Transect10,700,Tatsamenie,66
05-Mar,1622,Transect11,1100,Tatsamenie,66
05-Mar,1622,Transect12,810,Tatsamenie,66
05-Mar,1622,Transect13,780,Tatsamenie,66
05-Mar,1622,Transect14,2811,Tatsamenie,66
05-Mar,1622,Transect15,2604,Tatsamenie,66
05-Mar,1622,Transect16,2660,Tatsamenie,66
10-May,1508,Transect1,898,Tatsamenie,66
10-May,1508,Transect2,458,Tatsamenie,66
10-May,1508,Transect3,1305,Tatsamenie,66
10-May,1508,Transect4,1001,Tatsamenie,66
10-May,1508,Transect5,961,Tatsamenie,66
10-May,1508,Transect6,1015,Tatsamenie,66
10-May,1508,Transect7,678,Tatsamenie,66
10-May,1508,Transect8,987,Tatsamenie,66
10-May,1508,Transect9,1256,Tatsamenie,66
10-May,1508,Transect10,700,Tatsamenie,66
10-May,1508,Transect11,1100,Tatsamenie,66
10-May,1508,Transect12,810,Tatsamenie,66
10-May,1508,Transect13,755,Tatsamenie,66
10-May,1508,Transect14,2801,Tatsamenie,66
10-May,1508,Transect15,2528,Tatsamenie,66
10-May,1508,Transect16,2501,Tatsamenie,66
15-Oct,1410,Transect1,887,Tatsamenie,66
15-Oct,1410,Transect2,435,Tatsamenie,66
15-Oct,1410,Transect3,1260,Tatsamenie,66
15-Oct,1410,Transect4,965,Tatsamenie,66
15-Oct,1410,Transect5,941,Tatsamenie,66
15-Oct,1410,Transect6,989,Tatsamenie,66
15-Oct,1410,Transect7,646,Tatsamenie,66
15-Oct,1410,Transect8,962,Tatsamenie,66
15-Oct,1410,Transect9,1194,Tatsamenie,66
15-Oct,1410,Transect10,688,Tatsamenie,66
15-Oct,1410,Transect11,999,Tatsamenie,66
15-Oct,1410,Transect12,769,Tatsamenie,66
15-Oct,1410,Transect13,684,Tatsamenie,66
15-Oct,1410,Transect14,2792,Tatsamenie,66
15-Oct,1410,Transect15,2375,Tatsamenie,66
15-Oct,1410,Transect16,2451,Tatsamenie,66
15-20,1326,Transect1,865,Tatsamenie,66
15-20,1326,Transect2,413,Tatsamenie,66
15-20,1326,Transect3,1094,Tatsamenie,66
15-20,1326,Transect4,934,Tatsamenie,66
15-20,1326,Transect5,919,Tatsamenie,66
15-20,1326,Transect6,965,Tatsamenie,66
15-20,1326,Transect7,609,Tatsamenie,66
15-20,1326,Transect8,927,Tatsamenie,66
15-20,1326,Transect9,1125,Tatsamenie,66
15-20,1326,Transect10,649,Tatsamenie,66
15-20,1326,Transect11,896,Tatsamenie,66
15-20,1326,Transect12,739,Tatsamenie,66
15-20,1326,Transect13,640,Tatsamenie,66
15-20,1326,Transect14,2706,Tatsamenie,66
15-20,1326,Transect15,2299,Tatsamenie,66
15-20,1326,Transect16,2392,Tatsamenie,66
20-30,1198,Transect1,825,Tatsamenie,66
20-30,1198,Transect2,382,Tatsamenie,66
20-30,1198,Transect3,935,Tatsamenie,66
20-30,1198,Transect4,889,Tatsamenie,66
20-30,1198,Transect5,886,Tatsamenie,66
20-30,1198,Transect6,914,Tatsamenie,66
20-30,1198,Transect7,532,Tatsamenie,66
20-30,1198,Transect8,877,Tatsamenie,66
20-30,1198,Transect9,1013,Tatsamenie,66
20-30,1198,Transect10,590,Tatsamenie,66
20-30,1198,Transect11,808,Tatsamenie,66
20-30,1198,Transect12,714,Tatsamenie,66
20-30,1198,Transect13,502,Tatsamenie,66
20-30,1198,Transect14,2624,Tatsamenie,66
20-30,1198,Transect15,2139,Tatsamenie,66
20-30,1198,Transect16,2287,Tatsamenie,66
30-40,1048,Transect1,781,Tatsamenie,66
30-40,1048,Transect2,337,Tatsamenie,66
30-40,1048,Transect3,779,Tatsamenie,66
30-40,1048,Transect4,772,Tatsamenie,66
30-40,1048,Transect5,830,Tatsamenie,66
30-40,1048,Transect6,854,Tatsamenie,66
30-40,1048,Transect7,310,Tatsamenie,66
30-40,1048,Transect8,826,Tatsamenie,66
30-40,1048,Transect9,625,Tatsamenie,66
30-40,1048,Transect10,497,Tatsamenie,66
30-40,1048,Transect11,742,Tatsamenie,66
30-40,1048,Transect12,619,Tatsamenie,66
30-40,1048,Transect13,374,Tatsamenie,66
30-40,1048,Transect14,2467,Tatsamenie,66
30-40,1048,Transect15,1972,Tatsamenie,66
30-40,1048,Transect16,2103,Tatsamenie,66
40-50,927,Transect1,744,Tatsamenie,66
40-50,927,Transect2,301,Tatsamenie,66
40-50,927,Transect3,731,Tatsamenie,66
40-50,927,Transect4,710,Tatsamenie,66
40-50,927,Transect5,780,Tatsamenie,66
40-50,927,Transect6,761,Tatsamenie,66
40-50,927,Transect7,0,Tatsamenie,66
40-50,927,Transect8,774,Tatsamenie,66
40-50,927,Transect9,533,Tatsamenie,66
40-50,927,Transect10,469,Tatsamenie,66
40-50,927,Transect11,668,Tatsamenie,66
40-50,927,Transect12,531,Tatsamenie,66
40-50,927,Transect13,308,Tatsamenie,66
40-50,927,Transect14,2433,Tatsamenie,66
40-50,927,Transect15,1827,Tatsamenie,66
40-50,927,Transect16,2034,Tatsamenie,66
50-60,813,Transect1,704,Tatsamenie,66
50-60,813,Transect2,247,Tatsamenie,66
50-60,813,Transect3,649,Tatsamenie,66
50-60,813,Transect4,657,Tatsamenie,66
50-60,813,Transect5,735,Tatsamenie,66
50-60,813,Transect6,642,Tatsamenie,66
50-60,813,Transect7,0,Tatsamenie,66
50-60,813,Transect8,774,Tatsamenie,66
50-60,813,Transect9,533,Tatsamenie,66
50-60,813,Transect10,469,Tatsamenie,66
50-60,813,Transect11,668,Tatsamenie,66
50-60,813,Transect12,531,Tatsamenie,66
50-60,813,Transect13,308,Tatsamenie,66
50-60,813,Transect14,2342,Tatsamenie,66
50-60,813,Transect15,1705,Tatsamenie,66
50-60,813,Transect16,1929,Tatsamenie,66
05-Feb,542,Transect1,849,Trapper,67
05-Feb,542,Transect2,827,Trapper,67
05-Feb,542,Transect3,476,Trapper,67
05-Feb,542,Transect4,1637,Trapper,67
05-Feb,542,Transect5,628,Trapper,67
05-Mar,542,Transect1,849,Trapper,67
05-Mar,542,Transect2,827,Trapper,67
05-Mar,542,Transect3,476,Trapper,67
05-Mar,542,Transect4,1637,Trapper,67
05-Mar,542,Transect5,628,Trapper,67
10-May,513,Transect1,835,Trapper,67
10-May,513,Transect2,815,Trapper,67
10-May,513,Transect3,465,Trapper,67
10-May,513,Transect4,1617,Trapper,67
10-May,513,Transect5,607,Trapper,67
15-Oct,490,Transect1,823,Trapper,67
15-Oct,490,Transect2,800,Trapper,67
15-Oct,490,Transect3,460,Trapper,67
15-Oct,490,Transect4,1599,Trapper,67
15-Oct,490,Transect5,586,Trapper,67
15-20,472,Transect1,818,Trapper,67
15-20,472,Transect2,779,Trapper,67
15-20,472,Transect3,454,Trapper,67
15-20,472,Transect4,1568,Trapper,67
15-20,472,Transect5,565,Trapper,67
20-30,445,Transect1,797,Trapper,67
20-30,445,Transect2,761,Trapper,67
20-30,445,Transect3,439,Trapper,67
20-30,445,Transect4,1462,Trapper,67
20-30,445,Transect5,527,Trapper,67
30-40,410,Transect1,763,Trapper,67
30-40,410,Transect2,731,Trapper,67
30-40,410,Transect3,423,Trapper,67
30-40,410,Transect4,1410,Trapper,67
30-40,410,Transect5,485,Trapper,67
40-50,374,Transect1,751,Trapper,67
40-50,374,Transect2,704,Trapper,67
40-50,374,Transect3,396,Trapper,67
40-50,374,Transect4,1286,Trapper,67
40-50,374,Transect5,412,Trapper,67
50-60,312,Transect1,720,Trapper,67
50-60,312,Transect2,774,Trapper,67
50-60,312,Transect3,383,Trapper,67
50-60,312,Transect4,1111,Trapper,67
50-60,312,Transect5,0,Trapper,67
05-Feb,283.3,Transect1,556,Tsusiat,137
05-Feb,283.3,Transect2,577,Tsusiat,137
05-Feb,283.3,Transect3,502,Tsusiat,137
05-Feb,283.3,Transect4,339,Tsusiat,137
05-Feb,283.3,Transect5,672,Tsusiat,137
05-Feb,283.3,Transect6,381,Tsusiat,137
05-Feb,283.3,Transect7,175,Tsusiat,137
05-Mar,0,Transect1,0,Tsusiat,137
05-Mar,0,Transect2,0,Tsusiat,137
05-Mar,0,Transect3,0,Tsusiat,137
05-Mar,0,Transect4,0,Tsusiat,137
05-Mar,0,Transect5,0,Tsusiat,137
05-Mar,0,Transect6,0,Tsusiat,137
05-Mar,0,Transect7,0,Tsusiat,137
10-May,253.8,Transect1,495,Tsusiat,137
10-May,253.8,Transect2,557,Tsusiat,137
10-May,253.8,Transect3,488,Tsusiat,137
10-May,253.8,Transect4,277,Tsusiat,137
10-May,253.8,Transect5,455,Tsusiat,137
10-May,253.8,Transect6,360,Tsusiat,137
10-May,253.8,Transect7,155,Tsusiat,137
15-Oct,228.3,Transect1,387,Tsusiat,137
15-Oct,228.3,Transect2,498,Tsusiat,137
15-Oct,228.3,Transect3,461,Tsusiat,137
15-Oct,228.3,Transect4,0,Tsusiat,137
15-Oct,228.3,Transect5,352,Tsusiat,137
15-Oct,228.3,Transect6,314,Tsusiat,137
15-Oct,228.3,Transect7,118,Tsusiat,137
15-20,194.1,Transect1,132,Tsusiat,137
15-20,194.1,Transect2,466,Tsusiat,137
15-20,194.1,Transect3,436,Tsusiat,137
15-20,194.1,Transect4,0,Tsusiat,137
15-20,194.1,Transect5,300,Tsusiat,137
15-20,194.1,Transect6,73,Tsusiat,137
15-20,194.1,Transect7,0,Tsusiat,137
20-30,145.2,Transect1,0,Tsusiat,137
20-30,145.2,Transect2,417,Tsusiat,137
20-30,145.2,Transect3,392,Tsusiat,137
20-30,145.2,Transect4,0,Tsusiat,137
20-30,145.2,Transect5,0,Tsusiat,137
20-30,145.2,Transect6,0,Tsusiat,137
20-30,145.2,Transect7,0,Tsusiat,137
30-40,104.9,Transect1,0,Tsusiat,137
30-40,104.9,Transect2,345,Tsusiat,137
30-40,104.9,Transect3,294,Tsusiat,137
30-40,104.9,Transect4,0,Tsusiat,137
30-40,104.9,Transect5,0,Tsusiat,137
30-40,104.9,Transect6,0,Tsusiat,137
30-40,104.9,Transect7,0,Tsusiat,137
40-50,70.3,Transect1,0,Tsusiat,137
40-50,70.3,Transect2,0,Tsusiat,137
40-50,70.3,Transect3,0,Tsusiat,137
40-50,70.3,Transect4,0,Tsusiat,137
40-50,70.3,Transect5,0,Tsusiat,137
40-50,70.3,Transect6,0,Tsusiat,137
40-50,70.3,Transect7,0,Tsusiat,137
50-60,33.4,Transect1,0,Tsusiat,137
50-60,33.4,Transect2,0,Tsusiat,137
50-60,33.4,Transect3,0,Tsusiat,137
50-60,33.4,Transect4,0,Tsusiat,137
50-60,33.4,Transect5,0,Tsusiat,137
50-60,33.4,Transect6,0,Tsusiat,137
50-60,33.4,Transect7,0,Tsusiat,137
05-Feb,616,Transect1,765,Two,159
05-Feb,616,Transect2,1500,Two,159
05-Mar,616,Transect1,765,Two,159
05-Mar,616,Transect2,1500,Two,159
10-May,608,Transect1,760,Two,159
10-May,608,Transect2,1490,Two,159
15-Oct,600,Transect1,755,Two,159
15-Oct,600,Transect2,1485,Two,159
15-20,585,Transect1,750,Two,159
15-20,585,Transect2,1480,Two,159
20-30,552,Transect1,725,Two,159
20-30,552,Transect2,1440,Two,159
30-40,502,Transect1,695,Two,159
30-40,502,Transect2,1400,Two,159
40-50,470,Transect1,660,Two,159
40-50,470,Transect2,1360,Two,159
50-60,432,Transect1,640,Two,159
50-60,432,Transect2,1310,Two,159
60-70,403,Transect1,560,Two,159
60-70,403,Transect2,1295,Two,159
70-80,230,Transect1,0,Two,159
70-80,230,Transect2,1285,Two,159
05-Feb,92,Transect1,490,Uchuck,115
05-Feb,92,Transect2,617,Uchuck,115
05-Feb,92,Transect3,475,Uchuck,115
05-Feb,92,Transect4,393,Uchuck,115
05-Feb,92,Transect5,2564,Uchuck,115
05-Mar,92,Transect1,490,Uchuck,115
05-Mar,92,Transect2,617,Uchuck,115
05-Mar,92,Transect3,475,Uchuck,115
05-Mar,92,Transect4,393,Uchuck,115
05-Mar,92,Transect5,2564,Uchuck,115
10-May,68,Transect1,425,Uchuck,115
10-May,68,Transect2,587,Uchuck,115
10-May,68,Transect3,453,Uchuck,115
10-May,68,Transect4,379,Uchuck,115
10-May,68,Transect5,2384,Uchuck,115
15-Oct,57,Transect1,352,Uchuck,115
15-Oct,57,Transect2,562,Uchuck,115
15-Oct,57,Transect3,435,Uchuck,115
15-Oct,57,Transect4,348,Uchuck,115
15-Oct,57,Transect5,2243,Uchuck,115
15-20,50,Transect1,268,Uchuck,115
15-20,50,Transect2,537,Uchuck,115
15-20,50,Transect3,405,Uchuck,115
15-20,50,Transect4,324,Uchuck,115
15-20,50,Transect5,2129,Uchuck,115
20-30,39,Transect1,123,Uchuck,115
20-30,39,Transect2,491,Uchuck,115
20-30,39,Transect3,375,Uchuck,115
20-30,39,Transect4,143,Uchuck,115
20-30,39,Transect5,1992,Uchuck,115
30-40,26,Transect1,0,Uchuck,115
30-40,26,Transect2,398,Uchuck,115
30-40,26,Transect3,271,Uchuck,115
30-40,26,Transect4,0,Uchuck,115
30-40,26,Transect5,1368,Uchuck,115
40-50,7,Transect1,0,Uchuck,115
40-50,7,Transect2,252,Uchuck,115
40-50,7,Transect3,0,Uchuck,115
40-50,7,Transect4,0,Uchuck,115
40-50,7,Transect5,0,Uchuck,115
05-Feb,810,Transect1,626,Vernon,23
05-Feb,810,Transect2,1324,Vernon,23
05-Feb,810,Transect3,1111,Vernon,23
05-Feb,810,Transect4,1104,Vernon,23
05-Feb,810,Transect5,2100,Vernon,23
05-Feb,810,Transect6,2000,Vernon,23
05-Feb,810,Transect7,2200,Vernon,23
05-Mar,810,Transect1,626,Vernon,23
05-Mar,810,Transect2,1324,Vernon,23
05-Mar,810,Transect3,1111,Vernon,23
05-Mar,810,Transect4,1104,Vernon,23
05-Mar,810,Transect5,2065,Vernon,23
05-Mar,810,Transect6,1981,Vernon,23
05-Mar,810,Transect7,2172,Vernon,23
10-May,771,Transect1,612,Vernon,23
10-May,771,Transect2,1313,Vernon,23
10-May,771,Transect3,1091,Vernon,23
10-May,771,Transect4,1066,Vernon,23
10-May,771,Transect5,2046,Vernon,23
10-May,771,Transect6,1973,Vernon,23
10-May,771,Transect7,2160,Vernon,23
15-Oct,726,Transect1,585,Vernon,23
15-Oct,726,Transect2,1251,Vernon,23
15-Oct,726,Transect3,1064,Vernon,23
15-Oct,726,Transect4,1007,Vernon,23
15-Oct,726,Transect5,2026,Vernon,23
15-Oct,726,Transect6,1943,Vernon,23
15-Oct,726,Transect7,2120,Vernon,23
15-20,682,Transect1,563,Vernon,23
15-20,682,Transect2,1211,Vernon,23
15-20,682,Transect3,1032,Vernon,23
15-20,682,Transect4,1000,Vernon,23
15-20,682,Transect5,2007,Vernon,23
15-20,682,Transect6,1917,Vernon,23
15-20,682,Transect7,2088,Vernon,23
20-30,636,Transect1,533,Vernon,23
20-30,636,Transect2,1170,Vernon,23
20-30,636,Transect3,991,Vernon,23
20-30,636,Transect4,972,Vernon,23
20-30,636,Transect5,1980,Vernon,23
20-30,636,Transect6,1883,Vernon,23
20-30,636,Transect7,2025,Vernon,23
30-40,583,Transect1,472,Vernon,23
30-40,583,Transect2,1111,Vernon,23
30-40,583,Transect3,944,Vernon,23
30-40,583,Transect4,913,Vernon,23
30-40,583,Transect5,1938,Vernon,23
30-40,583,Transect6,1681,Vernon,23
30-40,583,Transect7,1790,Vernon,23
40-50,527,Transect1,404,Vernon,23
40-50,527,Transect2,1049,Vernon,23
40-50,527,Transect3,895,Vernon,23
40-50,527,Transect4,674,Vernon,23
40-50,527,Transect5,1710,Vernon,23
40-50,527,Transect6,1617,Vernon,23
40-50,527,Transect7,1663,Vernon,23
50-60,427,Transect1,288,Vernon,23
50-60,427,Transect2,982,Vernon,23
50-60,427,Transect3,833,Vernon,23
50-60,427,Transect4,601,Vernon,23
50-60,427,Transect5,1618,Vernon,23
50-60,427,Transect6,1530,Vernon,23
50-60,427,Transect7,1501,Vernon,23
05-Feb,322,Transect1,400,Village,2005
05-Feb,322,Transect2,400,Village,2005
05-Feb,322,Transect3,700,Village,2005
05-Feb,322,Transect4,1400,Village,2005
05-Feb,322,Transect5,1400,Village,2005
05-Feb,322,Transect6,700,Village,2005
05-Feb,322,Transect7,600,Village,2005
05-Feb,322,Transect8,700,Village,2005
05-Feb,322,Transect9,400,Village,2005
05-Feb,322,Transect10,400,Village,2005
05-Mar,322,Transect1,400,Village,2005
05-Mar,322,Transect2,400,Village,2005
05-Mar,322,Transect3,700,Village,2005
05-Mar,322,Transect4,1400,Village,2005
05-Mar,322,Transect5,1400,Village,2005
05-Mar,322,Transect6,700,Village,2005
05-Mar,322,Transect7,600,Village,2005
05-Mar,322,Transect8,700,Village,2005
05-Mar,322,Transect9,400,Village,2005
05-Mar,322,Transect10,400,Village,2005
10-May,306,Transect1,373,Village,2005
10-May,306,Transect2,349,Village,2005
10-May,306,Transect3,691,Village,2005
10-May,306,Transect4,1381,Village,2005
10-May,306,Transect5,1379,Village,2005
10-May,306,Transect6,682,Village,2005
10-May,306,Transect7,593,Village,2005
10-May,306,Transect8,697,Village,2005
10-May,306,Transect9,396,Village,2005
10-May,306,Transect10,373,Village,2005
15-Oct,264,Transect1,343,Village,2005
15-Oct,264,Transect2,273,Village,2005
15-Oct,264,Transect3,638,Village,2005
15-Oct,264,Transect4,1351,Village,2005
15-Oct,264,Transect5,1340,Village,2005
15-Oct,264,Transect6,574,Village,2005
15-Oct,264,Transect7,561,Village,2005
15-Oct,264,Transect8,663,Village,2005
15-Oct,264,Transect9,361,Village,2005
15-Oct,264,Transect10,351,Village,2005
15-20,201,Transect1,313,Village,2005
15-20,201,Transect2,210,Village,2005
15-20,201,Transect3,610,Village,2005
15-20,201,Transect4,1299,Village,2005
15-20,201,Transect5,1246,Village,2005
15-20,201,Transect6,532,Village,2005
15-20,201,Transect7,524,Village,2005
15-20,201,Transect8,629,Village,2005
15-20,201,Transect9,342,Village,2005
15-20,201,Transect10,327,Village,2005
20-30,185,Transect1,286,Village,2005
20-30,185,Transect2,172,Village,2005
20-30,185,Transect3,575,Village,2005
20-30,185,Transect4,1248,Village,2005
20-30,185,Transect5,1177,Village,2005
20-30,185,Transect6,486,Village,2005
20-30,185,Transect7,473,Village,2005
20-30,185,Transect8,599,Village,2005
20-30,185,Transect9,323,Village,2005
20-30,185,Transect10,301,Village,2005
30-40,152,Transect1,256,Village,2005
30-40,152,Transect2,121,Village,2005
30-40,152,Transect3,485,Village,2005
30-40,152,Transect4,1170,Village,2005
30-40,152,Transect5,1092,Village,2005
30-40,152,Transect6,426,Village,2005
30-40,152,Transect7,435,Village,2005
30-40,152,Transect8,554,Village,2005
30-40,152,Transect9,213,Village,2005
30-40,152,Transect10,180,Village,2005
40-50,61.7,Transect1,0,Village,2005
40-50,61.7,Transect2,0,Village,2005
40-50,61.7,Transect3,0,Village,2005
40-50,61.7,Transect4,1031,Village,2005
40-50,61.7,Transect5,893,Village,2005
40-50,61.7,Transect6,0,Village,2005
40-50,61.7,Transect7,203,Village,2005
40-50,61.7,Transect8,0,Village,2005
40-50,61.7,Transect9,0,Village,2005
40-50,61.7,Transect10,0,Village,2005
05-Feb,1291,Transect1,1253,WOSS,22
05-Feb,1291,Transect2,1487,WOSS,22
05-Feb,1291,Transect3,852,WOSS,22
05-Feb,1291,Transect4,743,WOSS,22
05-Feb,1291,Transect5,593,WOSS,22
05-Feb,1291,Transect6,490,WOSS,22
05-Feb,1291,Transect7,605,WOSS,22
05-Feb,1291,Transect8,611,WOSS,22
05-Feb,1291,Transect9,808,WOSS,22
05-Feb,1291,Transect10,618,WOSS,22
05-Feb,1291,Transect11,596,WOSS,22
05-Feb,1291,Transect12,754,WOSS,22
05-Feb,1291,Transect13,1430,WOSS,22
05-Feb,1291,Transect14,1150,WOSS,22
05-Mar,1291,Transect1,1253,WOSS,22
05-Mar,1291,Transect2,1487,WOSS,22
05-Mar,1291,Transect3,852,WOSS,22
05-Mar,1291,Transect4,743,WOSS,22
05-Mar,1291,Transect5,593,WOSS,22
05-Mar,1291,Transect6,490,WOSS,22
05-Mar,1291,Transect7,605,WOSS,22
05-Mar,1291,Transect8,611,WOSS,22
05-Mar,1291,Transect9,808,WOSS,22
05-Mar,1291,Transect10,618,WOSS,22
05-Mar,1291,Transect11,596,WOSS,22
05-Mar,1291,Transect12,754,WOSS,22
05-Mar,1291,Transect13,1430,WOSS,22
05-Mar,1291,Transect14,1150,WOSS,22
10-May,1285,Transect1,1238,WOSS,22
10-May,1285,Transect2,1472,WOSS,22
10-May,1285,Transect3,836,WOSS,22
10-May,1285,Transect4,726,WOSS,22
10-May,1285,Transect5,508,WOSS,22
10-May,1285,Transect6,490,WOSS,22
10-May,1285,Transect7,579,WOSS,22
10-May,1285,Transect8,611,WOSS,22
10-May,1285,Transect9,808,WOSS,22
10-May,1285,Transect10,618,WOSS,22
10-May,1285,Transect11,596,WOSS,22
10-May,1285,Transect12,754,WOSS,22
10-May,1285,Transect13,1430,WOSS,22
10-May,1285,Transect14,1150,WOSS,22
15-Oct,1236,Transect1,1088,WOSS,22
15-Oct,1236,Transect2,1450,WOSS,22
15-Oct,1236,Transect3,811,WOSS,22
15-Oct,1236,Transect4,700,WOSS,22
15-Oct,1236,Transect5,473,WOSS,22
15-Oct,1236,Transect6,490,WOSS,22
15-Oct,1236,Transect7,519,WOSS,22
15-Oct,1236,Transect8,592,WOSS,22
15-Oct,1236,Transect9,789,WOSS,22
15-Oct,1236,Transect10,591,WOSS,22
15-Oct,1236,Transect11,593,WOSS,22
15-Oct,1236,Transect12,754,WOSS,22
15-Oct,1236,Transect13,1390,WOSS,22
15-Oct,1236,Transect14,1150,WOSS,22
15-20,1188,Transect1,971,WOSS,22
15-20,1188,Transect2,1411,WOSS,22
15-20,1188,Transect3,786,WOSS,22
15-20,1188,Transect4,667,WOSS,22
15-20,1188,Transect5,444,WOSS,22
15-20,1188,Transect6,468,WOSS,22
15-20,1188,Transect7,490,WOSS,22
15-20,1188,Transect8,576,WOSS,22
15-20,1188,Transect9,744,WOSS,22
15-20,1188,Transect10,570,WOSS,22
15-20,1188,Transect11,562,WOSS,22
15-20,1188,Transect12,751,WOSS,22
15-20,1188,Transect13,1315,WOSS,22
15-20,1188,Transect14,1150,WOSS,22
20-30,1118,Transect1,793,WOSS,22
20-30,1118,Transect2,1360,WOSS,22
20-30,1118,Transect3,756,WOSS,22
20-30,1118,Transect4,638,WOSS,22
20-30,1118,Transect5,414,WOSS,22
20-30,1118,Transect6,423,WOSS,22
20-30,1118,Transect7,465,WOSS,22
20-30,1118,Transect8,523,WOSS,22
20-30,1118,Transect9,679,WOSS,22
20-30,1118,Transect10,537,WOSS,22
20-30,1118,Transect11,504,WOSS,22
20-30,1118,Transect12,721,WOSS,22
20-30,1118,Transect13,1236,WOSS,22
20-30,1118,Transect14,1125,WOSS,22
30-40,1030,Transect1,731,WOSS,22
30-40,1030,Transect2,1269,WOSS,22
30-40,1030,Transect3,714,WOSS,22
30-40,1030,Transect4,608,WOSS,22
30-40,1030,Transect5,366,WOSS,22
30-40,1030,Transect6,351,WOSS,22
30-40,1030,Transect7,424,WOSS,22
30-40,1030,Transect8,453,WOSS,22
30-40,1030,Transect9,615,WOSS,22
30-40,1030,Transect10,438,WOSS,22
30-40,1030,Transect11,462,WOSS,22
30-40,1030,Transect12,662,WOSS,22
30-40,1030,Transect13,1154,WOSS,22
30-40,1030,Transect14,767,WOSS,22
40-50,951,Transect1,665,WOSS,22
40-50,951,Transect2,1139,WOSS,22
40-50,951,Transect3,664,WOSS,22
40-50,951,Transect4,545,WOSS,22
40-50,951,Transect5,305,WOSS,22
40-50,951,Transect6,308,WOSS,22
40-50,951,Transect7,373,WOSS,22
40-50,951,Transect8,399,WOSS,22
40-50,951,Transect9,546,WOSS,22
40-50,951,Transect10,407,WOSS,22
40-50,951,Transect11,434,WOSS,22
40-50,951,Transect12,582,WOSS,22
40-50,951,Transect13,1054,WOSS,22
40-50,951,Transect14,719,WOSS,22
50-60,870,Transect1,612,WOSS,22
50-60,870,Transect2,1049,WOSS,22
50-60,870,Transect3,630,WOSS,22
50-60,870,Transect4,502,WOSS,22
50-60,870,Transect5,270,WOSS,22
50-60,870,Transect6,308,WOSS,22
50-60,870,Transect7,373,WOSS,22
50-60,870,Transect8,399,WOSS,22
50-60,870,Transect9,546,WOSS,22
50-60,870,Transect10,407,WOSS,22
50-60,870,Transect11,434,WOSS,22
50-60,870,Transect12,582,WOSS,22
50-60,870,Transect13,1054,WOSS,22
50-60,870,Transect14,719,WOSS,22
60-70,790,Transect1,505,WOSS,22
60-70,790,Transect2,995,WOSS,22
60-70,790,Transect3,580,WOSS,22
60-70,790,Transect4,483,WOSS,22
60-70,790,Transect5,0,WOSS,22
60-70,790,Transect6,308,WOSS,22
60-70,790,Transect7,373,WOSS,22
