source,ats_year,lake_code,survey_date,lake_all_target,lake_merged_data,notes_all_target,notes_merged_data,file_all_target,file_merged_data
C_In_Both_RAW_and_FINAL_data,1997,238,1997-11-03,Osoyoos Lk (N)      processed by BH,Osoyoos Lk (N),"ovrcst,norn,wnd,AT6-10,T10.1-10.5,nomn 03Nov97/12Nov97/BH/EYM/20128//1/0/0/5/280//","ovrcst,norn,wnd,AT6-10,T10.1-10.5,nomn 03Nov97/12Nov97/BH/EYM/20128//1/0/0/5/280//",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,239,1997-09-09,Osoyoos Lk (C)      Hanslit - Radowitz Survey,Osoyoos Lk (C),"CC:100,Wind:Nil,AT:18,ST:21.8,Rain:Mist 9Sep97/29Oct97/BH/EYM/20128/1/0/0/0/0/","CC:100,Wind:Nil,AT:18,ST:21.8,Rain:Mist 9Sep97/29Oct97/BH/EYM/20128/1/0/0/0/0/",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,239,1997-11-02,Osoyoos Lk (C)      Hanslit - Radowitz Survey,Osoyoos Lk (C),"CC:100%, Wind:High, Rain:0, AT: 6.0, ST: 10.3 2Nov97/12Jan98/BH/EYM/20128/1/0/0/0/0/0/","CC:100%, Wind:High, Rain:0, AT: 6.0, ST: 10.3 2Nov97/12Jan98/BH/EYM/20128/1/0/0/0/0/0/",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,240,1997-09-09,Osoyoos Lk (S)      Hanslit - Radowitz Survey,Osoyoos Lk (S),"CC:100%,Wind:Nil, AT:18, ST:21, Rain :9Sep97/29Oct97/BH/EYM/20128/1/0/0/0/0/0/","CC:100%,Wind:Nil, AT:18, ST:21, Rain :9Sep97/29Oct97/BH/EYM/20128/1/0/0/0/0/0/",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,240,1997-11-02,Osoyoos Lk (S)      Hanslit - Machin Survey,Osoyoos Lk (S),"CC:100%,Wind:High,Rain:0,AT:6.0/ST:10.3 2Nov97/12Jan98/BH/EYM/20128/1/0/0/0/0/0/","CC:100%,Wind:High,Rain:0,AT:6.0/ST:10.3 2Nov97/12Jan98/BH/EYM/20128/1/0/0/0/0/0/",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,801,1997-08-27,Long Lk (A)         Hanslit - Reimer Survey,Long Lk (A),27Aug97/02Dec97/BH/EYM/10005/20111/0/0/0/18/209/243,27Aug97/02Dec97/BH/EYM/10005/20111/0/0/0/18/209/243,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,801,1998-02-02,"Long Lk (A)         processed by PR, 31Aug99.",Long Lk (A),N/A 02Feb98/31Aug99/pr/EYM/20111/20069/1/0/0/11/23/81.,N/A 02Feb98/31Aug99/pr/EYM/20111/20069/1/0/0/11/23/81.,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,802,1997-08-27,Long Lk (B)         Hanslit Reimer Survey,Long Lk (B),27Aug97/02Dec97/BH/EYM/10005/20111/0/0/0/18/209/243/,27Aug97/02Dec97/BH/EYM/10005/20111/0/0/0/18/209/243/,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,802,1998-02-02,"Long Lk (B)         processed by PR, 31Aug99.",Long Lk (B),N/A 02Feb98/31Aug99/pr/eym/20111/20069/1/0/0/12/36/301,N/A 02Feb98/31Aug99/pr/eym/20111/20069/1/0/0/12/36/301,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1998,1,1998-07-28,GCL                 Rankin Hanslit Suey,Great Central Lk,NA,NA,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,1,1998-12-03,GCL                 Rankin Hanslit Survey,Great Central Lk,2Dec98/5Jan98/BH/EYM/20069/0/0/0/11/120/28,2Dec98/5Jan98/BH/EYM/20069/0/0/0/11/120/28,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,2,1998-07-31,Sproat Lk           Rankin - Hanslit Survey,Sproat Lk,30Jul98/24Aug98/BH/EYM/20069/0/0/0/9/278/1,30Jul98/24Aug98/BH/EYM/20069/0/0/0/9/278/1,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,2,1998-12-01,Sproat Lk           Rankin - Hanslit Survey,Sproat Lk,1Dec98/4Jan99/BH/EYM/20069/0/0/0/10/53/0,1Dec98/4Jan99/BH/EYM/20069/0/0/0/10/53/0,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,3,1998-06-15,Henderson Lk        hanslit - hepburn survey,Henderson Lk,15Jun98/6Jul98/BH/EYM/20128/20111/1/0/0/10/115/31,15Jun98/6Jul98/BH/EYM/20128/20111/1/0/0/10/115/31,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,3,1999-02-27,Henderson Lk        Hanslit - Tovey Survey,Henderson Lk,Poor Weather 27Feb99/8Apr99/BH/EYM/20069/0/0/0/34/1/98,Poor Weather 27Feb99/8Apr99/BH/EYM/20069/0/0/0/34/1/98,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,66,1998-08-06,Tatsamenie Lk       Mercer Survey,Tatsamenie Lk,NA,NA,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,66,1998-09-02,Tatsamenie Lk       Mercer Survey,Tatsamenie Lk,NA,NA,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,66,1998-09-22,Tatsamenie Lk       Mercer Survey,Tatsamenie Lk,NA,NA,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,66,1998-10-12,Tatsamenie Lk       Mercer Survey,Tatsamenie Lk,NA,NA,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,69,1998-08-15,Yakoun Lk,Yakoun Lk,Adult Count,Adult Count,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,69,1998-09-16,Yakoun Lk           Haida Survey,Yakoun Lk,16Sep98/5Feb99/BH/EYM/0/0/0/9/17/2/2cottids/2lampreys,16Sep98/5Feb99/BH/EYM/0/0/0/9/17/2/2cottids/2lampreys,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,155,1998-09-13,Skidegate Lk sw     Haida Survey,Skidegate Lk sw,13Sep98/5Feb99/BH/EYM/0/0/0/9/2/3/3/,13Sep98/5Feb99/BH/EYM/0/0/0/9/2/3/3/,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,156,1998-09-13,Skidegate Lk ne     Haida Survey,Skidegate Lk ne,13Sep98/5Feb98/BH/EYM/0/0/0/9/2/3/3/,13Sep98/5Feb98/BH/EYM/0/0/0/9/2/3/3/,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,175,1998-09-19,Tuya Lk             Weighted transects 3 and 4 @ 15-20m strata to .25SK and .75SCU,Tuya Lk,NA,NA,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,238,1998-05-08,Osoyoos Lk (N)      H Machin Survey,Osoyoos Lk (N),Hot 8May98/16Jul98/BH/EYM/20069/0/0/0/9/482/0,Hot 8May98/16Jul98/BH/EYM/20069/0/0/0/9/482/0,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,238,1998-07-24,Osoyoos Lk (N)      Hanslit - Machin Survey,Osoyoos Lk (N),24Jul98/7Jan98/BH/EYM/20069/0/0/0/5/248/0,24Jul98/7Jan98/BH/EYM/20069/0/0/0/5/248/0,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,238,1998-10-02,Osoyoos Lk (N)      Data collection with EY500,Osoyoos Lk (N),EP500 run to obtain target counts,EP500 run to obtain target counts,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,238,1998-10-03,"Osoyoos Lk (N)      processed by PR,12Jan98.",Osoyoos Lk (N),"Transects 1 & 5, Other transects done using ey500.","Transects 1 & 5, Other transects done using ey500.",TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,239,1998-05-08,Osoyoos Lk (C)      Processed by BH 16Jul1998.,Osoyoos Lk (C),"wndy,fllmn,ST15-16,AT16-21,CC10-100%. 08May98/16Jul98/BH/EYM/20069/0/0/0/9/482/0","wndy,fllmn,ST15-16,AT16-21,CC10-100%. 08May98/16Jul98/BH/EYM/20069/0/0/0/9/482/0",TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,239,1998-07-24,Osoyoos Lk (C)      Hanslit-Machin Survey,Osoyoos Lk (C),27Jul98/10Feb99/BH/EYM/20069/0/0/0/3/6/0,27Jul98/10Feb99/BH/EYM/20069/0/0/0/3/6/0,TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,239,1998-10-02,"Osoyoos Lk (C)      Processed by PR, 12Jan99.",Osoyoos Lk (C),"Many ""non-fish"" targets, target discrimination poor.","Many ""non-fish"" targets, target discrimination poor.",TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,240,1998-05-08,"Osoyoos Lk (S)      Processed by BH, 8Jul1998.",Osoyoos Lk (S),"wndy,fllmn,ST15-16,AT16-21,CC10-100%. 8May98/16Jul98/bh/eym/20069/0/0/0/9/482/0.","wndy,fllmn,ST15-16,AT16-21,CC10-100%. 8May98/16Jul98/bh/eym/20069/0/0/0/9/482/0.",TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,240,1998-10-02,"Osoyoos Lk (S)      processed by PR, 12Jan99.",Osoyoos Lk (S),"Many ""non-fish"" targets, target discrimination poor.","Many ""non-fish"" targets, target discrimination poor.",TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,801,1998-09-21,Long Lk (A)         Hanslit-Tovey Survey,Long Lk (A),"Propotions corrected by PR, Aug1999. 21Sep98/8Feb99/BH/EYM/20069/0/0/0/26/473/92","Propotions corrected by PR, Aug1999. 21Sep98/8Feb99/BH/EYM/20069/0/0/0/26/473/92",TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1998,802,1998-09-21,Long Lk (B)         Hanslit - Tovey Survey,Long Lk (B),"Proportions changed by pr, 23Aug99. 21Sep98/8Feb99/BH/EYM/20069/0/0/0/26/473/92","Proportions changed by pr, 23Aug99. 21Sep98/8Feb99/BH/EYM/20069/0/0/0/26/473/92",TARGET98.DAT,TARGET98.DAT
C_In_Both_RAW_and_FINAL_data,1999,1,1999-06-21,GCL                 McQueen Survey,Great Central Lk,21Jun99/25Jun99/BH/EYM/20069/0/0/0/11/271/0,21Jun99/25Jun99/BH/EYM/20069/0/0/0/11/271/0,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,1,1999-07-21,GCL                 Rankin-Hanslit Survey,Great Central Lk,AT:16 ST:16 Wind:HighEast C.C.:5% 21Jul99/20Jan00/BH/EYM/20069/0/0/0/5/207/7,AT:16 ST:16 Wind:HighEast C.C.:5% 21Jul99/20Jan00/BH/EYM/20069/0/0/0/5/207/7,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,1,1999-11-29,GCL                 Rankin-Hanslit Survey,Great Central Lk,29Nov99/25Jan00/BH/EYM/20069/0/0/0/6/206/0,29Nov99/25Jan00/BH/EYM/20069/0/0/0/6/206/0,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,2,1999-06-27,Sproat Lk           Poor Survey,Sproat Lk,Hanslit - McQueen 27Jun99/7Jul99/BH/EYM/20069/0/0/0/10/59/0,Hanslit - McQueen 27Jun99/7Jul99/BH/EYM/20069/0/0/0/10/59/0,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,2,1999-07-21,Sproat Lk           Rankin-Hanslit Survey,Sproat Lk,21Jul99/25Jan00/BH/EYM/20069/0/0/0/7/218/0,21Jul99/25Jan00/BH/EYM/20069/0/0/0/7/218/0,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,2,1999-11-30,Sproat Lk           Rankin-Hanslit Survey,Sproat Lk,30Nov99/25Jan00/BH/EYM/20069/0/0/0/8/64/0/,30Nov99/25Jan00/BH/EYM/20069/0/0/0/8/64/0/,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,3,1999-08-23,Henderson Lk        Hanslit-Shardlow Survey,Henderson Lk,23Aug99/30Mar00/BH/EYM/20069/0/0/0/10/52,23Aug99/30Mar00/BH/EYM/20069/0/0/0/10/52,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,40,2000-02-01,KCA                 Hanslit-Martin-Osborne Survey,Kennedy Lk (Clayoquot Arm),1Feb00/24Feb00/BH/EYM/20069/0/0/0/10/51/84,1Feb00/24Feb00/BH/EYM/20069/0/0/0/10/51/84,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,41,2000-02-02,KMA                 Hanslit-Martin Survey,Kennedy Lk (Main Arm),2Feb00/1Mar00/BH/EYM/20069/0/0/0/17/32/468,2Feb00/1Mar00/BH/EYM/20069/0/0/0/17/32/468,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,44,2000-02-08,Muriel Lk           Hanslit Survey,Muriel Lk,Target count #'s include both large and small targ 8Feb00/24Feb00/BH/EYM/20069/0/0/0/10/20/2,Target count #'s include both large and small targ 8Feb00/24Feb00/BH/EYM/20069/0/0/0/10/20/2,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,64,1999-10-11,"Tahltan Lk          processed by PR, 03Nov99.",Tahltan Lk,"ocst,calm,snw,AT2-3,ST7-8. 11Oct99/03Nov99/PR/EYM/20128//1/0/0/6/0/0.","ocst,calm,snw,AT2-3,ST7-8. 11Oct99/03Nov99/PR/EYM/20128//1/0/0/6/0/0.",TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,66,1999-10-14,"Tatsamenie Lk       processed by PR,03Nov99.",Tatsamenie Lk,"nomn,lgtsnw,ocst,brgtaurora17th 14Oct99/03Nov99/PR/EYM/20128/1/0/0/18/27/0.","nomn,lgtsnw,ocst,brgtaurora17th 14Oct99/03Nov99/PR/EYM/20128/1/0/0/18/27/0.",TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,69,1999-11-26,Yakoun Lk           Haida Survey,Yakoun Lk,26Nov99/7Mar00/BH/EYM/20069/0/0/0/4/0/0/,26Nov99/7Mar00/BH/EYM/20069/0/0/0/4/0/0/,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,155,1999-11-11,Skidegate Lk sw     Haida Survey,Skidegate Lk sw,11Nov99/7Mar00/BH/EYM/20069/0/0/0/7/11/18Cottid,11Nov99/7Mar00/BH/EYM/20069/0/0/0/7/11/18Cottid,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,156,1999-11-11,Skidegate Lk ne     Haida Survey,Skidegate Lk ne,11Nov99/7Mar00/BH/EYM/20069/0/0/0/7/11/18cottid,11Nov99/7Mar00/BH/EYM/20069/0/0/0/7/11/18cottid,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,175,1999-09-14,"Tuya Lk             processed by PR, 03Nov99.",Tuya Lk,"clr->ocst,lght-modwnd,lgtrn,AT7.5-9.5,ST9. 14Sep99/03Nov99/PR/EYM/20128//1/0/0/5/0/0/10.","clr->ocst,lght-modwnd,lgtrn,AT7.5-9.5,ST9. 14Sep99/03Nov99/PR/EYM/20128//1/0/0/5/0/0/10.",TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,238,1999-05-28,Osoyoos Lk (N)      Hanslit-Machin,Osoyoos Lk (N),4 Night Survey 28May99/10Jun99/BH/EYM/20060/0/0/0/8/1/0,4 Night Survey 28May99/10Jun99/BH/EYM/20060/0/0/0/8/1/0,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,238,1999-08-11,Osoyoos Lk (N)      Hanslit - Machin Survey,Osoyoos Lk (N),11Aug99/1Nov99/BH/EYM/20069/0/0/0/5/10/0,11Aug99/1Nov99/BH/EYM/20069/0/0/0/5/10/0,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,238,1999-09-25,Osoyoos Lk (N)      Hanslit - Machin Survey,Osoyoos Lk (N),25Sep99/1Nov99/BH/EYM/20069/0/0/0/10/3/0,25Sep99/1Nov99/BH/EYM/20069/0/0/0/10/3/0,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,241,1999-08-14,Skaha Lk            Hanslit-Machin Survey,Skaha Lk,Both open and closed targets counted 14Aug99/4May00/BH/EYM/20069/0/0/0/7/3/0,Both open and closed targets counted 14Aug99/4May00/BH/EYM/20069/0/0/0/7/3/0,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,241,1999-09-23,Skaha Lk            Hanslit-Machin Survey,Skaha Lk,23Sep99/6May00/BH/EYM/20069/0/0/0/10/1/0,23Sep99/6May00/BH/EYM/20069/0/0/0/10/1/0,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,801,1999-09-06,Long Lk (A)         Hanslit-Shardlow Survey,Long Lk (A),6Sep99/23Nov99/BH/EYM/20069/0/0/0/18/377/24,6Sep99/23Nov99/BH/EYM/20069/0/0/0/18/377/24,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,1999,802,1999-09-06,Long Lk (B)         Hanslit-Shardlow Survey,Long Lk (B),6Sep99/23Nov99/BH/EYM/20069/9/522/3,6Sep99/23Nov99/BH/EYM/20069/9/522/3,TARGET99.DAT,TARGET99.DAT
C_In_Both_RAW_and_FINAL_data,2000,1,2000-11-29,GCL                 Rankin - Hanslit Survey (HS testing),Great Central Lk,30Nov00/8Jan01/BH/EY500/0/0/0/10/233/80. Adjusted for size selectivity.,30Nov00/8Jan01/BH/EY500/0/0/0/10/233/80. Adjusted for size selectivity.,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,2,2000-11-28,Sproat Lk           Rankin - Hanslit Survey,Sproat Lk,28Nov00/23Jan01/BH/EY500/0/0/0/11/285/0,28Nov00/23Jan01/BH/EY500/0/0/0/11/285/0,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,3,2000-07-11,Henderson Lk        Rankin-Hanslit Survey,Henderson Lk,"clear to cloudy,rippled to chop, 3/4 moon many transects replicated with EY500. PR counter.","clear to cloudy,rippled to chop, 3/4 moon many transects replicated with EY500. PR counter.",TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,3,2000-07-12,Henderson Lk        Rankin - Hanslit Survey,Henderson Lk,12Jul00/22Jan01/BH/EY500/0/0/0/17/225/15,12Jul00/22Jan01/BH/EY500/0/0/0/17/225/15,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,3,2000-11-21,Henderson Lk        Rankin - Hanslit Survey,Henderson Lk,21Nov00/18Jan01/BH/EY500/0/0/0/20/219/33,21Nov00/18Jan01/BH/EY500/0/0/0/20/219/33,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,22,2000-06-26,Woss Lk,Woss Lk,Fair 26Jun00/27Jul00/EYM/BH/20069/0/0/0/5/138/0,Fair 26Jun00/27Jul00/EYM/BH/20069/0/0/0/5/138/0,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,22,2000-06-27,Woss Lk,Woss Lk,Fair 26Jun00/27Jul00/EY500@-60dB/BH/20069/0/0/0/5/138/0,Fair 26Jun00/27Jul00/EY500@-60dB/BH/20069/0/0/0/5/138/0,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,22,2000-08-07,Woss Lk             Hanslit Survey,Woss Lk,7Aug00/3Jan01/BH/EYM/20069/0/0/0/5/86/0,7Aug00/3Jan01/BH/EYM/20069/0/0/0/5/86/0,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,22,2000-09-21,Woss Lk             Hanslit Survey,Woss Lk,EYM20069 Estimate 21Sep00/20Dec00/BH/EYM/20069/0/0/0/2/57,EYM20069 Estimate 21Sep00/20Dec00/BH/EYM/20069/0/0/0/2/57,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,22,2000-10-18,Woss Lk             Hanslit Survey,Woss Lk,EYM20069 Estimate 18Oct00/20Dec00/EYM/20069/BH/0/0/0/3/2/0,EYM20069 Estimate 18Oct00/20Dec00/EYM/20069/BH/0/0/0/3/2/0,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,22,2000-12-12,Woss Lk             Hanslit Survey,Woss Lk,EYM20069 Estimate 12Dec00/18Dec00/BH/EYM/20128/0/0/0/4/53/0,EYM20069 Estimate 12Dec00/18Dec00/BH/EYM/20128/0/0/0/4/53/0,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,23,2000-06-27,Vernon Lk           Poor Survey Fish Clumped and on Shore.,Vernon Lk,27Jun00/27Jul00/BH/EYM/20069/0/0/0/5/150/0 EY500 replicated these transects.,27Jun00/27Jul00/BH/EYM/20069/0/0/0/5/150/0 EY500 replicated these transects.,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,23,2000-06-28,Vernon Lk           Poor Survey Fish Clumped and on Shore.,Vernon Lk,27Jun00/27Jul00/BH/EYM/20069/0/0/0/5/150/0 EYM replicated these transects. EY500 @-60dB.,27Jun00/27Jul00/BH/EYM/20069/0/0/0/5/150/0 EYM replicated these transects. EY500 @-60dB.,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,23,2000-08-06,Vernon Lk           Hanslit Survey,Vernon Lk,Bright Moon 6Aug00/3Jan01/BH/EYM/20069/0/0/0/12/30/0,Bright Moon 6Aug00/3Jan01/BH/EYM/20069/0/0/0/12/30/0,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,23,2000-09-22,Vernon Lk           Hanslit Survey,Vernon Lk,EYM20069 Estimate 22Sep00/20Dec00/BH/EYM/20069/0/0/0/1/57/0,EYM20069 Estimate 22Sep00/20Dec00/BH/EYM/20069/0/0/0/1/57/0,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,23,2000-09-23,Vernon Lk           Hanslit Survey,Vernon Lk,22Sep00/16Jan01/BH/EY500/0/0/0/1/57/0,22Sep00/16Jan01/BH/EY500/0/0/0/1/57/0,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,23,2000-12-13,Vernon Lk           Hanslit Survey,Vernon Lk,Very Dark 13Dec00/20Dec00/BH/EYM/20128/0/0/0/4/34/0,Very Dark 13Dec00/20Dec00/BH/EYM/20128/0/0/0/4/34/0,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,24,2000-07-19,Schoen Lk           Hanslit Survey,Schoen Lk,Fair-Calm 19Jul00/29Jul00/BH/EYM/20069/0/0/0/3/2/0,Fair-Calm 19Jul00/29Jul00/BH/EYM/20069/0/0/0/3/2/0,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,40,2000-10-25,KCA                 Hanslit Survey,Kennedy Lk (Clayoquot Arm),25Oct00/2Jan01/BH/EYM/20069/0/0/0/17/13/57,25Oct00/2Jan01/BH/EYM/20069/0/0/0/17/13/57,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,41,2000-10-24,KMA                 Hanslit Survey,Kennedy Lk (Main Arm),A minimum value of .01 was given to the 1 sk that 24Oct00/25Jan01/BH/EY500/0/0/0/15/1/298,A minimum value of .01 was given to the 1 sk that 24Oct00/25Jan01/BH/EY500/0/0/0/15/1/298,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,41,2000-10-25,KMA                 Hanslit Survey,Kennedy Lk (Main Arm),24Oct00/31Jan01/BH/EYM/20069/0/0/0/15/1/298,24Oct00/31Jan01/BH/EYM/20069/0/0/0/15/1/298,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,44,2000-10-30,Muriel Lk           Hanslit Survey,Muriel Lk,30Oct00/21Dec00/BH/EYM/20069/0/0/0/7/138,30Oct00/21Dec00/BH/EYM/20069/0/0/0/7/138,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,44,2000-10-31,Muriel Lk           Hanslit Survey,Muriel Lk,Hanslit Survey 31Oct00/16Jan01/BH/EY500/0/0/0/7/138/0,Hanslit Survey 31Oct00/16Jan01/BH/EY500/0/0/0/7/138/0,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,50,2000-11-09,Heydon Lk           Simpson-Murry Survey,Heydon Lk,Juvenile Targets Only - Trans #6 Used,Juvenile Targets Only - Trans #6 Used,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,52,2000-08-30,"Kingsalmon Lk       processed by PR, 15Nov00.",Kingsalmon Lk,30Aug00/15Nov00/pr/eym/20069////7///,30Aug00/15Nov00/pr/eym/20069////7///,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,66,2000-08-24,"Tatsamenie Lk       processed by pr, 31Oct00.",Tatsamenie Lk,n/a 24Aug2000/31Oct2000/pr/20069///11/14/1sc.,n/a 24Aug2000/31Oct2000/pr/20069///11/14/1sc.,TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,66,2000-10-11,"Tatsamenie Lk       processed by pr, 09Nov00.",Tatsamenie Lk,"ovcst,norn,no-modwnd,nomn,AT6,ST7. 11Oct00/09Nov00/EYM///19/17/0.","ovcst,norn,no-modwnd,nomn,AT6,ST7. 11Oct00/09Nov00/EYM///19/17/0.",TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,175,2000-08-15,"Tuya Lk             processed by pr, 31Oct00.",Tuya Lk,"mod-lghtwnd,oc,lght-modrn,AT6,ST10.7. 15Aug00/31Oct00/eym/20069///5/2/1sc.","mod-lghtwnd,oc,lght-modrn,AT6,ST10.7. 15Aug00/31Oct00/eym/20069///5/2/1sc.",TARGET00.DAT,TARGET00.DAT
C_In_Both_RAW_and_FINAL_data,2000,238,2000-07-05,"Osoyoos Lk (N)      processed by PR, 09Aug2000.",Osoyoos Lk (N),100-70%cld/norn/hghwnd/AT15/ST19/ 05jul00/09aug00/pr/eym/20069/0/0/0/10/486/0,100-70%cld/norn/hghwnd/AT15/ST19/ 05jul00/09aug00/pr/eym/20069/0/0/0/10/486/0,TARGET00.DAT,TARGET00.DAT
